ConversationId,contact_phone,is_tripler,opted_out,wrong_number,names_extract
58534256,19170000896,yes,no,no,
58534268,19170000896,yes,no,no,
58534274,19170000896,yes,no,no,
58534286,19170000896,yes,yes,no,
58534292,19170000896,yes,no,no,
58534296,19170000896,yes,no,no,
58534303,19170000896,yes,no,no,
58534332,19170000896,yes,no,no,
58534357,19170000896,yes,no,no,
58534367,19170000896,yes,no,no,"Susan, John, and Ethan"
58534387,19170000896,yes,no,no,
58534394,19170000896,yes,no,no,
58534402,19170000896,yes,no,no,
58534450,19170000896,yes,no,no,
58534453,19170000896,yes,no,no,
58534454,19170000896,yes,no,no,"Jeff, Sara, and Donna"
58534463,19170000896,yes,no,no,
58534467,19170000896,yes,no,no,"Vicki, Jamie, and Pam"
58534468,19170000896,yes,no,no,
58534477,19170000896,yes,no,no,
58534559,19170000896,yes,no,no,
58534564,19170000896,yes,no,no,
58534577,19170000896,yes,no,no,
58534590,19170000896,yes,no,no,
58534594,19170000896,yes,no,no,
58534602,19170000896,yes,no,no,
58534617,19170000896,yes,no,no,
58534656,19170000896,yes,no,no,
58534697,19170000896,yes,no,no,"Jeff, Michelle, and Dan"
58534716,19170000896,yes,no,no,
58534725,19170000896,yes,no,no,
58534733,19170000896,yes,no,no,
58534749,19170000896,yes,no,no,
58534758,19170000896,yes,no,no,
58534764,19170000896,yes,no,no,
58534773,19170000896,yes,no,no,
58534777,19170000896,yes,no,no,
58534778,19170000896,yes,no,no,
58534784,19170000896,yes,no,no,"Sally, Devon, and Tony"
58534790,19170000896,yes,no,no,
58534804,19170000896,yes,no,no,"Mike, Andy, and Dawne"
58534811,19170000896,yes,no,no,
58534823,19170000896,yes,no,no,
58534835,19170000896,yes,no,no,
58534841,19170000896,yes,no,no,
58534881,19170000896,yes,no,no,
58534882,19170000896,yes,no,no,
58534887,19170000896,yes,no,no,
58534889,19170000896,yes,no,no,
58534905,19170000896,yes,no,no,
58534921,19170000896,yes,no,no,
58534936,19170000896,yes,no,no,
58534960,19170000896,yes,no,no,
58534962,19170000896,yes,no,no,
58534965,19170000896,yes,no,no,"your girlfriend, Bald, and Guy"
58534971,19170000896,yes,no,no,
58534983,19170000896,yes,no,no,"Jean, Alan, and Cindy"
58534990,19170000896,yes,no,no,
58534992,19170000896,yes,no,no,"Fred, Vianna, and Francesca"
58535008,19170000896,yes,no,no,
58535046,19170000896,yes,yes,no,
58535052,19170000896,yes,no,no,
58535056,19170000896,yes,no,no,
58535087,19170000896,yes,no,no,
58535104,19170000896,yes,no,no,
58535115,19170000896,yes,no,no,
58535130,19170000896,yes,no,no,
58535133,19170000896,yes,no,no,"Brenda, Tracy, and Carol"
58535141,19170000896,yes,no,no,
58535158,19170000896,yes,no,no,
58535160,19170000896,yes,no,no,
58535163,19170000896,yes,no,no,
58535179,19170000896,yes,no,no,
58535185,19170000896,yes,no,no,
58535186,19170000896,yes,no,no,
58535213,19170000896,yes,no,no,
58535222,19170000896,yes,no,no,
58535224,19170000896,yes,no,no,
58535225,19170000896,yes,no,no,
58535230,19170000896,yes,no,no,"Alonzo, Vern, and Joanna"
58535231,19170000896,yes,no,no,
58535267,19170000896,yes,no,no,
58535316,19170000896,yes,no,no,
58535347,19170000896,yes,no,no,
58535365,19170000896,yes,no,no,
58535381,19170000896,yes,no,no,
58535402,19170000896,yes,no,no,
58535425,19170000896,yes,no,no,
58535428,19170000896,yes,no,no,
58535433,19170000896,yes,no,no,
58535454,19170000896,yes,no,no,
58535457,19170000896,yes,no,no,
58535458,19170000896,yes,no,no,"Sara, Dani, and Ben"
58535476,19170000896,yes,no,no,
58535477,19170000896,yes,no,no,
58535480,19170000896,yes,no,no,
58535492,19170000896,yes,no,no,"Sharon, Marsha, and Ted"
58535494,19170000896,yes,no,no,
58535510,19170000896,yes,no,no,
58535513,19170000896,yes,no,no,
58535515,19170000896,yes,no,no,"Larry, Moe, and Curly"
58535516,19170000896,yes,no,no,
58535517,19170000896,yes,no,no,"Brenda, Deanna, and Joyce"
58535529,19170000896,yes,no,no,
58535532,19170000896,yes,no,no,
58535533,19170000896,yes,no,no,
58535554,19170000896,yes,no,no,
58535555,19170000896,yes,no,no,
58535579,19170000896,yes,no,no,
58535589,19170000896,yes,no,no,
58535596,19170000896,yes,no,no,
58535628,19170000896,yes,no,no,
58535635,19170000896,yes,no,no,
58535640,19170000896,yes,no,no,
58535663,19170000896,yes,no,no,"Marie, Isaiah, and Jamie"
58535664,19170000896,yes,no,no,
58535665,19170000896,yes,no,no,
58535668,19170000896,yes,no,no,"Odette, Charmaine, and Solanges"
58535672,19170000896,yes,no,no,
58535678,19170000896,yes,no,no,
58535716,19170000896,yes,no,no,
58535728,19170000896,yes,no,no,
58535739,19170000896,yes,no,no,
58535747,19170000896,yes,no,no,
58535766,19170000896,yes,no,no,"Simone, Frank, and Andrew"
58535784,19170000896,yes,no,no,
58535788,19170000896,yes,no,no,
58535797,19170000896,yes,no,no,
58535798,19170000896,yes,no,no,
58535800,19170000896,yes,no,no,
58535817,19170000896,yes,no,no,
58535826,19170000896,yes,no,no,
58535830,19170000896,yes,no,no,
58535842,19170000896,yes,no,no,
58535843,19170000896,yes,yes,no,
58535844,19170000896,yes,no,no,
58535850,19170000896,yes,no,no,
58535854,19170000896,yes,no,no,
58535855,19170000896,yes,no,no,"Marilyn, Linda, and Lynda"
58535872,19170000896,yes,no,no,
58535889,19170000896,yes,no,no,
58535893,19170000896,yes,no,no,
58535906,19170000896,yes,no,no,
58535911,19170000896,yes,no,no,
58535949,19170000896,yes,no,no,
58535959,19170000896,yes,no,no,
58535961,19170000896,yes,no,no,
58535963,19170000896,yes,no,no,
58535985,19170000896,yes,no,no,
58536000,19170000896,yes,no,no,
58536003,19170000896,yes,no,no,
58536016,19170000896,yes,no,no,
58536032,19170000896,yes,no,no,
58536034,19170000896,yes,no,no,
58536040,19170000896,yes,no,no,
58536055,19170000896,yes,no,no,
58536072,19170000896,yes,no,no,"Dana, Mark, and Kathy"
58536083,19170000896,yes,no,no,
58536096,19170000896,yes,no,no,
58536099,19170000896,yes,no,no,
58536101,19170000896,yes,no,no,
58536103,19170000896,yes,no,no,
58536112,19170000896,yes,no,no,
58536113,19170000896,yes,no,no,
58536118,19170000896,yes,no,no,"Navy, Tia, and Aidez"
58536124,19170000896,yes,no,no,
58536150,19170000896,yes,no,no,"Kenny, Claudia, and Marc"
58536169,19170000896,yes,no,no,
58536183,19170002944,yes,no,no,"Tamica, Jackie, Dianisy, and Jackson"
58536197,19170002944,yes,no,no,
58536200,19170002944,yes,no,no,
58536214,19170002944,yes,no,no,
58536219,19170002944,yes,no,no,"Joe, Lena, and Bill"
58536220,19170002944,yes,no,no,
58536225,19170002944,yes,no,no,
58536226,19170002944,yes,no,no,
58536228,19170002944,yes,no,no,
58536229,19170002944,yes,no,no,"Robert, Lauren, and Dennis"
58536237,19170002944,yes,no,no,
58536242,19170002944,yes,no,no,
58536251,19170002944,yes,no,no,
58536255,19170002944,yes,no,no,
58536271,19170002944,yes,no,no,
58536273,19170002944,yes,no,no,
58536277,19170002944,yes,no,no,
58536282,19170002944,yes,no,no,
58536293,19170002944,yes,no,no,
58536294,19170002944,yes,no,no,
58536296,19170002944,yes,no,no,
58536302,19170002944,yes,no,no,
58536306,19170002944,yes,no,no,
58536311,19170002944,yes,no,no,
58536314,19170002944,yes,no,no,
58536320,19170002944,yes,no,no,
58536324,19170002944,yes,no,no,
58536330,19170002944,yes,no,no,
58536341,19170002944,yes,no,no,
58536354,19170002944,yes,no,no,
58536361,19170002944,yes,no,no,
58536371,19170002944,yes,yes,no,
58536378,19170002944,yes,no,no,
58536385,19170002944,yes,no,no,
58536387,19170002944,yes,no,no,
58536393,19170002944,yes,no,no,
58536403,19170002944,yes,no,no,
58536416,19170002944,yes,no,no,
58536430,19170002944,yes,no,no,
58536435,19170002944,yes,no,no,
58536445,19170002944,yes,no,no,
58536449,19170002944,yes,no,no,
58536455,19170002944,yes,no,no,
58536457,19170002944,yes,no,no,
58536465,19170002944,yes,no,no,
58536468,19170002944,yes,no,no,
58536480,19170002944,yes,no,no,"Noah, Brandon, and Eytan"
58536485,19170002944,yes,no,no,
58536511,19170002944,yes,no,no,"Billy, Bob, and Ever"
58536539,19170002944,yes,no,no,
58536551,19170002944,yes,no,no,
58536553,19170002944,yes,no,no,
58536579,19170002944,yes,no,no,
58536580,19170002944,yes,no,no,
58536584,19170002944,yes,no,no,
58536586,19170002944,yes,no,no,
58536588,19170002944,yes,no,no,"Kristen, Kimberly, and Isabella"
58536590,19170002944,yes,no,no,
58536617,19170002944,yes,no,no,
58536618,19170002944,yes,no,no,
58536621,19170002944,yes,no,no,
58536635,19170002944,yes,no,no,"Patrick, Evonda, and Karla"
58536639,19170002944,yes,no,no,
58536650,19170002944,yes,no,no,
58536669,19170002944,yes,no,no,
58536670,19170002944,yes,no,no,
58536693,19170002944,yes,no,no,
58536715,19170002944,yes,no,no,
58536718,19170002944,yes,no,no,
58536720,19170002944,yes,no,no,
58536731,19170002944,yes,no,no,
58536748,19170002944,yes,no,no,
58536753,19170002944,yes,no,no,"Catie, Jan, and Joan"
58536757,19170002944,yes,no,no,
58536761,19170002944,yes,no,no,"Sarah, Christy, and Cori"
58536763,19170002944,yes,no,no,
58536765,19170002944,yes,no,no,
58536781,19170002944,yes,no,no,"Mark, and Jordan"
58536786,19170002944,yes,no,no,
58536794,19170002944,yes,no,yes,
58536797,19170002944,yes,no,no,
58536805,19170002944,yes,no,no,
58536811,19170002944,yes,no,no,"Brian, Majik, and Kassie"
58536833,19170002944,yes,no,no,
58536839,19170002944,yes,no,no,
58536868,19170002944,yes,no,no,
58536880,19170002944,yes,no,no,
58536888,19170002944,yes,no,no,
58536929,19170002944,yes,no,no,
58536932,19170002944,yes,no,no,
58536952,19170002944,yes,no,no,"your neighbors, your daughter, your spouse, and Laws"
58536985,19170002944,yes,no,no,
58536991,19170002944,yes,no,no,"Mcwhorter, Leal, Maria, Lisa, and Patricia"
58536992,19170002944,yes,no,no,
58536994,19170002944,yes,no,no,
58537007,19170002944,yes,no,no,
58537013,19170002944,yes,no,no,
58537016,19170002944,yes,no,no,
58537022,19170002944,yes,no,no,
58537039,19170002944,yes,no,no,
58537048,19170002944,yes,no,no,
58537056,19170002944,yes,no,no,
58537057,19170002944,yes,no,no,
58537067,19170002944,yes,no,no,
58537068,19170002944,yes,no,no,
58537071,19170002944,yes,no,no,
58537100,19170002944,yes,no,no,"Shaunda, Helen, and Betty"
58537104,19170002944,yes,no,no,
58537116,19170002944,yes,no,no,
58537129,19170002944,yes,no,no,
58537135,19170002944,yes,no,no,
58537149,19170002944,yes,no,no,"Nitza, Chica, Xavier, Courtney, and Evin"
58537161,19170002944,yes,no,no,
58537162,19170002944,yes,no,no,
58537176,19170002944,yes,no,no,"Judy, Scott, and Marcela"
58537181,19170002944,yes,no,no,
58537185,19170002944,yes,no,no,
58537191,19170002944,yes,no,no,
58537193,19170002944,yes,no,no,
58537203,19170002944,yes,no,no,"Bud, Barb, and Judy"
58537214,19170002944,yes,no,no,
58537220,19170002944,yes,no,no,"Kari, Ann, and Lou"
58537232,19170002944,yes,no,no,
58537233,19170002944,yes,no,no,
58537236,19170002944,yes,no,no,
58537249,19170002944,yes,no,no,
58537291,19170002944,yes,no,no,
58537304,19170002944,yes,no,no,
58537319,19170002944,yes,no,no,
58537323,19170002944,yes,no,no,"Denise, Virginia, and Nina"
58537325,19170002944,yes,no,no,
58537367,19170002944,yes,no,no,
58537398,19170002944,yes,no,no,
58537406,19170002944,yes,no,no,
58537407,19170002944,yes,no,no,
58537413,19170002944,yes,no,no,
58537418,19170002944,yes,no,no,
58537425,19170002944,yes,no,no,
58537442,19170002944,yes,no,no,
58537444,19170002944,yes,no,no,
58537448,19170002944,yes,no,no,
58537456,19170002944,yes,no,no,
58537457,19170002944,yes,no,no,
58537464,19170002944,yes,no,no,
58537467,19170002944,yes,no,no,"Andi, and Allyson"
58537471,19170002944,yes,no,no,
58537485,19170002944,yes,no,no,
58537490,19170002944,yes,no,no,
58537523,19170002944,yes,no,no,"Paul, Mike, and Jim"
58537529,19170002944,yes,no,no,"Sue, Cynthia, and David"
58537531,19170002944,yes,no,no,"Joe, Jackie, and Skylar"
58537537,19170002944,yes,no,no,"Holly, Ivy, and George"
58537542,19170002944,yes,no,no,
58537543,19170002944,yes,no,no,
58537545,19170002944,yes,no,no,
58537547,19170002944,yes,no,no,
58537563,19170002944,yes,no,no,
58537582,19170002944,yes,no,no,
58537595,19170002944,yes,no,no,"Jose, Ivan, and Mike"
58537605,19170002944,yes,no,no,
58537619,19170002944,yes,no,no,
58537629,19170002944,yes,no,no,"Rose, Irma, and Aida"
58537644,19170002944,yes,no,no,
58537645,19170002944,yes,no,no,
58537666,19170002944,yes,no,no,
58537671,19170002944,yes,no,no,
58537673,19170002944,yes,no,no,
58537715,19170002944,yes,no,no,
58537716,19170002944,yes,no,no,
58537726,19170002944,yes,no,no,"Kelsey, Matt, and Ann"
58537733,19170002944,yes,no,no,
58537734,19170002944,yes,no,no,"Gloria, Rosanne, and Amelia"
58537738,19170002944,yes,no,no,
58537744,19170002944,yes,no,no,
58537748,19170002944,yes,no,no,
58537763,19170002944,yes,no,no,"Ana, Irma, and Marcela"
58537768,19170002944,yes,no,no,
58537779,19170002944,yes,no,no,
58537786,19170002944,yes,no,no,
58537787,19170002944,yes,no,no,
58537818,19170002944,yes,no,no,
58537832,19170002944,yes,no,no,
58537836,19170002944,yes,no,no,
58537876,19170002944,yes,no,no,
58537881,19170002944,yes,no,no,
58537884,19170002944,yes,no,no,
58537886,19170002944,yes,no,no,
58537892,19170002944,yes,no,no,
58537893,19170002944,yes,no,no,
58537895,19170002944,yes,no,no,
58537904,19170002944,yes,no,no,"Marie, Coco, and King"
58537906,19170002944,yes,no,no,
58537914,19170002944,yes,no,no,
58537924,19170002944,yes,no,no,
58537942,19170002944,yes,no,no,
58537946,19170002944,yes,no,no,
58537948,19170002944,yes,no,no,
58537957,19170002944,yes,no,no,
58537960,19170002944,yes,no,no,
58537962,19170002944,yes,no,no,
58537965,19170002944,yes,no,no,
58537986,19170002944,yes,no,no,
58537988,19170002944,yes,no,no,"Michelle, Kim, and Sandra"
58538014,19170002944,yes,no,no,
58538024,19170002944,yes,no,no,
58538063,19170002944,yes,no,no,
58538068,19170002944,yes,no,no,
58538089,19170002944,yes,no,no,
58538091,19170002944,yes,no,no,
58538107,19170002944,yes,no,no,
58538123,19170002944,yes,no,no,
58538127,19170002944,yes,no,no,
58538128,19170002944,yes,no,no,
58538143,19170002944,yes,no,no,
58538149,19170002944,yes,no,no,
58538150,19170002944,yes,no,no,
58538153,19170002944,yes,no,no,
58538157,19170002944,yes,no,no,
58538167,19170002944,yes,no,no,
58538179,19170002944,yes,no,no,
58538182,19170002944,yes,no,no,
58538184,19170002944,yes,no,no,
58538200,19170002944,yes,no,no,
58538209,19170002944,yes,no,no,
58538213,19170002944,yes,no,no,
58538238,19170004992,yes,no,no,
58538247,19170004992,yes,no,no,
58538291,19170004992,yes,no,no,
58538294,19170004992,yes,no,no,
58538307,19170004992,yes,no,no,
58538322,19170004992,yes,no,no,
58538350,19170004992,yes,no,no,
58538351,19170004992,yes,no,no,
58538353,19170004992,yes,no,no,
58538372,19170004992,yes,no,no,
58538374,19170004992,yes,no,no,"Tahjay, Patrick, and Kevin"
58538393,19170004992,yes,no,no,
58538398,19170004992,yes,no,no,"Eve, Miguel, and Cathy"
58538399,19170004992,yes,no,no,
58538403,19170004992,yes,no,no,
58538417,19170004992,yes,no,no,
58538421,19170004992,yes,no,no,
58538424,19170004992,yes,no,no,
58538434,19170004992,yes,no,no,"Claudia, Matt, and Kristina"
58538439,19170004992,yes,no,no,"Stump, Karen, and Jim"
58538461,19170004992,yes,no,no,
58538481,19170004992,yes,no,no,
58538493,19170004992,yes,no,no,
58538513,19170004992,yes,no,no,
58538516,19170004992,yes,no,no,
58538519,19170004992,yes,no,no,
58538522,19170004992,yes,no,no,
58538536,19170004992,yes,no,no,
58538551,19170004992,yes,no,no,
58538554,19170004992,yes,no,no,"Nini, Miguel, and Essie"
58538555,19170004992,yes,no,no,
58538556,19170004992,yes,no,no,"Janice, Carol, and Dan"
58538616,19170004992,yes,no,no,
58538640,19170004992,yes,no,no,
58538647,19170004992,yes,no,no,
58538660,19170004992,yes,no,no,
58538663,19170004992,yes,no,no,
58538682,19170004992,yes,no,no,
58538708,19170004992,yes,no,no,"Chavonna, Chakala, and Donna"
58538709,19170004992,yes,no,no,
58538714,19170004992,yes,no,no,
58538736,19170004992,yes,no,no,
58538767,19170004992,yes,no,no,"Loipa, Mirra, and Angie"
58538769,19170004992,yes,no,no,
58538771,19170004992,yes,no,no,
58538776,19170004992,yes,no,no,
58538794,19170004992,yes,no,no,
58538842,19170004992,yes,no,no,"Steve, Deb, and Phyllis"
58538846,19170004992,yes,no,no,
58538849,19170004992,yes,no,no,
58538852,19170004992,yes,no,no,
58538854,19170004992,yes,no,no,
58538869,19170004992,yes,no,no,"Shanda, Sherona, and Sheryl"
58538877,19170004992,yes,no,no,
58538894,19170004992,yes,no,no,
58538895,19170004992,yes,no,no,
58538896,19170004992,yes,no,no,
58538903,19170004992,yes,no,no,"Victoria, Paige, and Mckenzie"
58538936,19170004992,yes,no,no,
58538937,19170004992,yes,no,no,"Barb, Marion, and Mike"
58538938,19170004992,yes,no,no,
58538941,19170004992,yes,no,no,
58538942,19170004992,yes,no,no,
58538944,19170004992,yes,no,no,"Alyssa, Alma, and Jessi"
58538979,19170004992,yes,no,no,
58538981,19170004992,yes,no,no,
58538988,19170004992,yes,no,no,
58538989,19170004992,yes,no,no,
58538990,19170004992,yes,no,no,
58539001,19170004992,yes,no,no,
58539009,19170004992,yes,no,no,"Morgan, Jamie, and Nikki"
58539021,19170004992,yes,no,no,
58539039,19170004992,yes,no,no,
58539046,19170004992,yes,no,no,"Larry, Curley, and Moe"
58539063,19170004992,yes,no,no,
58539069,19170004992,yes,no,no,
58539085,19170004992,yes,no,no,
58539096,19170004992,yes,no,no,
58539104,19170004992,yes,no,no,
58539110,19170004992,yes,no,no,
58539123,19170004992,yes,no,no,
58539147,19170004992,yes,no,no,
58539182,19170004992,yes,no,no,
58539183,19170004992,yes,no,no,
58539186,19170004992,yes,no,no,
58539212,19170004992,yes,no,no,
58539221,19170004992,yes,no,no,
58539222,19170004992,yes,no,no,"Ryan, Marguerite, Mike, and Vanessa"
58539226,19170004992,yes,no,no,"Amanda, Vi, Ron, Nick, Noel, Steve, Alex, and Kevin"
58539231,19170004992,yes,no,no,
58539236,19170004992,yes,no,no,
58539241,19170004992,yes,no,no,
58539254,19170004992,yes,no,no,
58539268,19170004992,yes,no,no,
58539269,19170004992,yes,no,no,
58539272,19170004992,yes,no,no,
58539318,19170004992,yes,no,no,
58539322,19170004992,yes,no,no,
58539327,19170004992,yes,no,no,"Jess, Christine, and Jenny"
58539333,19170004992,yes,no,no,
58539370,19170004992,yes,no,no,
58539413,19170004992,yes,no,no,
58539415,19170004992,yes,no,no,
58539418,19170004992,yes,no,no,and Jarrod
58539431,19170004992,yes,yes,no,
58539432,19170004992,yes,no,no,"Peter, Mary, and Paul"
58539450,19170004992,yes,no,no,
58539451,19170004992,yes,no,no,
58539456,19170004992,yes,no,no,
58539461,19170004992,yes,no,no,
58539463,19170004992,yes,no,no,
58539480,19170004992,yes,no,no,
58539494,19170004992,yes,no,no,
58539512,19170004992,yes,no,no,"Neal, Steve, and Juan"
58539513,19170004992,yes,no,no,
58539514,19170004992,yes,no,no,
58539517,19170004992,yes,no,no,
58539518,19170004992,yes,no,no,
58539529,19170004992,yes,no,no,"your granddaughter, And, Cousins, Nephews, your mom, your grandson, your brother, and your daughter"
58539532,19170004992,yes,no,no,
58539535,19170004992,yes,no,no,"Dwayne, Elizabeth, and Chelsea"
58539550,19170004992,yes,no,no,
58539563,19170004992,yes,no,no,"Vinoo, Patrick, and Vincent"
58539573,19170004992,yes,no,no,
58539580,19170004992,yes,no,no,
58539589,19170004992,yes,no,no,
58539594,19170004992,yes,no,no,
58539601,19170004992,yes,no,no,
58539612,19170004992,yes,no,no,"Jon, Val, and Ron"
58539616,19170004992,yes,no,no,
58539617,19170004992,yes,no,no,
58539623,19170004992,yes,no,no,
58539637,19170004992,yes,no,no,
58539665,19170004992,yes,no,no,
58539669,19170004992,yes,no,no,
58539676,19170004992,yes,no,no,
58539685,19170004992,yes,no,no,
58539694,19170004992,yes,no,no,
58539701,19170004992,yes,no,no,
58539706,19170004992,yes,no,no,
58539707,19170004992,yes,no,no,
58539710,19170004992,yes,no,no,
58539717,19170004992,yes,no,no,
58539721,19170004992,yes,no,no,
58539726,19170004992,yes,no,no,
58539734,19170004992,yes,yes,no,
58539738,19170004992,yes,no,no,
58539739,19170004992,yes,no,no,"Jordan, Lauren, and Debbie"
58539742,19170004992,yes,no,no,
58539749,19170004992,yes,no,no,
58539757,19170004992,yes,no,no,"Nadia, Strawbridge, and Menise"
58539766,19170004992,yes,no,no,
58539772,19170004992,yes,no,no,
58539773,19170004992,yes,no,no,
58539777,19170004992,yes,no,no,
58539790,19170004992,yes,no,no,
58539792,19170004992,yes,no,no,
58539808,19170004992,yes,no,no,
58539809,19170004992,yes,no,no,
58539835,19170004992,yes,no,no,
58539879,19170004992,yes,no,no,
58539883,19170004992,yes,no,no,
58539884,19170004992,yes,no,no,
58539892,19170004992,yes,no,no,"Rosalynn, Dave, and Heidi"
58539893,19170004992,yes,no,no,
58539908,19170004992,yes,no,no,"Dave, Rob, and Jim"
58539916,19170004992,yes,no,no,
58539929,19170004992,yes,no,no,
58539933,19170004992,yes,no,no,
58539952,19170004992,yes,no,no,
58539954,19170004992,yes,no,no,
58539955,19170004992,yes,no,no,"Miguel, Carrie, and Louis"
58539964,19170004992,yes,no,no,
58539975,19170004992,yes,no,no,
58539992,19170004992,yes,no,no,
58540003,19170004992,yes,no,no,
58540008,19170004992,yes,no,no,
58540013,19170004992,yes,no,no,
58540031,19170004992,yes,no,no,
58540037,19170004992,yes,no,no,
58540041,19170004992,yes,no,no,"Laurie, Helene, and Donna"
58540044,19170004992,yes,no,no,"Barb, Judy, and Shirley"
58540046,19170004992,yes,no,no,
58540048,19170004992,yes,no,no,"Ina, Delrose, and Elma"
58540051,19170004992,yes,no,no,
58540063,19170004992,yes,no,no,
58540065,19170004992,yes,no,no,
58540077,19170004992,yes,no,no,
58540079,19170004992,yes,no,no,
58540080,19170004992,yes,no,no,
58540084,19170004992,yes,no,no,
58540088,19170004992,yes,no,no,
58540111,19170004992,yes,no,no,
58540121,19170004992,yes,no,no,
58540155,19170004992,yes,no,no,
58540168,19170004992,yes,no,no,
58540176,19170004992,yes,no,no,
58540179,19170004992,yes,no,no,
58540205,19170004992,yes,no,no,"Rivero, Manolo, Padilla, Daniel, Juan, Julio, and Arturo"
58540224,19170004992,yes,no,no,
58540225,19170004992,yes,no,no,
58540235,19170004992,yes,no,no,
58540237,19170004992,yes,no,no,
58540242,19170004992,yes,no,no,
58540245,19170004992,yes,no,no,
58540258,19170004992,yes,no,no,
58540268,19170004992,yes,no,no,
58540280,19170007040,yes,no,no,
58540282,19170007040,yes,no,no,
58540286,19170007040,yes,no,no,
58540292,19170007040,yes,no,no,
58540324,19170007040,yes,no,no,
58540330,19170007040,yes,no,no,
58540332,19170007040,yes,no,no,
58540335,19170007040,yes,no,no,
58540337,19170007040,yes,no,no,
58540361,19170007040,yes,no,no,
58540362,19170007040,yes,no,no,
58540373,19170007040,yes,no,no,
58540382,19170007040,yes,no,no,
58540388,19170007040,yes,no,no,
58540399,19170007040,yes,no,no,
58540400,19170007040,yes,no,no,
58540407,19170007040,yes,no,no,
58540411,19170007040,yes,no,no,
58540413,19170007040,yes,no,no,
58540419,19170007040,yes,no,no,
58540440,19170007040,yes,no,no,
58540448,19170007040,yes,no,no,
58540453,19170007040,yes,no,no,
58540467,19170007040,yes,no,no,
58540480,19170007040,yes,no,no,
58540486,19170007040,yes,no,no,
58540488,19170007040,yes,no,no,
58540493,19170007040,yes,no,no,
58540500,19170007040,yes,no,no,
58540503,19170007040,yes,no,no,
58540519,19170007040,yes,no,no,
58540527,19170007040,yes,no,no,
58540542,19170007040,yes,no,no,
58540552,19170007040,yes,no,no,
58540558,19170007040,yes,no,no,
58540568,19170007040,yes,no,no,
58540571,19170007040,yes,no,no,
58540576,19170007040,yes,no,no,
58540579,19170007040,yes,no,no,
58540580,19170007040,yes,yes,no,
58540585,19170007040,yes,no,no,
58540591,19170007040,yes,no,no,"Kirk, Joan, and Cheryl"
58540598,19170007040,yes,no,no,
58540604,19170007040,yes,no,no,
58540609,19170007040,yes,no,no,
58540613,19170007040,yes,no,no,
58540619,19170007040,yes,no,no,
58540620,19170007040,yes,no,no,
58540621,19170007040,yes,no,no,
58540625,19170007040,yes,no,no,
58540653,19170007040,yes,no,no,"Sandi, Jamie, and Karen"
58540662,19170007040,yes,no,no,
58540664,19170007040,yes,no,no,
58540665,19170007040,yes,no,no,
58540670,19170007040,yes,no,no,
58540673,19170007040,yes,no,no,
58540676,19170007040,yes,no,no,
58540679,19170007040,yes,no,no,
58540687,19170007040,yes,no,no,
58540725,19170007040,yes,no,no,
58540729,19170007040,yes,no,no,
58540731,19170007040,yes,no,no,"Jessica, Joan, and Michelet"
58540742,19170007040,yes,no,no,
58540759,19170007040,yes,no,no,
58540761,19170007040,yes,no,no,
58540763,19170007040,yes,no,no,
58540777,19170007040,yes,no,no,
58540794,19170007040,yes,no,no,
58540796,19170007040,yes,no,no,
58540799,19170007040,yes,no,no,"Marylou, Jim, and Cheryl"
58540814,19170007040,yes,no,no,
58540833,19170007040,yes,no,no,"Tanner, Sidney, and Nellie"
58540845,19170007040,yes,no,no,
58540847,19170007040,yes,no,no,
58540855,19170007040,yes,no,no,
58540862,19170007040,yes,no,no,
58540866,19170007040,yes,no,no,
58540868,19170007040,yes,no,no,
58540870,19170007040,yes,no,no,"Bren, Barb, and Steve"
58540879,19170007040,yes,no,no,"Susan, Sheri, and Linda"
58540881,19170007040,yes,no,no,
58540891,19170007040,yes,no,no,"Joshua, and Thomas"
58540896,19170007040,yes,no,no,
58540899,19170007040,yes,no,no,"Nancy, Susan, and Bob"
58540904,19170007040,yes,no,no,"Diane, Rayon, Iesha, and Keith"
58540909,19170007040,yes,no,no,
58540911,19170007040,yes,no,no,"Joe, and Agnes"
58540915,19170007040,yes,no,no,
58540917,19170007040,yes,no,no,
58540920,19170007040,yes,no,no,
58540921,19170007040,yes,no,no,
58540922,19170007040,yes,no,no,"David, Chris, Susan, Diane, Kathleen, Dinah, Barbara, Cathy, and Megan"
58540934,19170007040,yes,no,no,
58540943,19170007040,yes,no,no,
58540955,19170007040,yes,no,no,
58540971,19170007040,yes,no,no,
58540977,19170007040,yes,yes,no,
58540990,19170007040,yes,no,no,
58541023,19170007040,yes,no,no,"Bea, Joyce, Leann, Patrick, Al, and Jeff"
58541047,19170007040,yes,no,no,
58541052,19170007040,yes,no,no,
58541055,19170007040,yes,no,no,
58541059,19170007040,yes,no,no,"Brad, Randy, and Allen"
58541076,19170007040,yes,no,no,
58541077,19170007040,yes,no,no,
58541083,19170007040,yes,no,no,
58541119,19170007040,yes,no,no,
58541155,19170007040,yes,no,no,
58541168,19170007040,yes,no,no,
58541176,19170007040,yes,no,no,
58541181,19170007040,yes,no,no,
58541205,19170007040,yes,no,no,
58541213,19170007040,yes,no,no,"Wegman, Darin, and Robb"
58541251,19170007040,yes,no,no,
58541257,19170007040,yes,no,no,"Doug, Connie, and Eric"
58541265,19170007040,yes,no,no,
58541272,19170007040,yes,no,no,
58541274,19170007040,yes,no,no,"Chris, Nick, Kristian, Liliana, and Emma"
