ConversationId,contact_phone,is_tripler,opted_out,wrong_number,names_extract
58562608,19170027520,yes,no,no,
58562609,19170027520,yes,no,no,
58562630,19170027520,yes,no,no,
58562664,19170027520,yes,no,no,
58562691,19170027520,yes,no,no,
58562710,19170027520,yes,no,no,"Patty, Judy, and Tonya"
58562713,19170027520,yes,no,no,
58562723,19170027520,yes,no,no,
58562731,19170027520,yes,no,no,
58562738,19170027520,yes,no,no,
58562767,19170027520,yes,no,no,
58562805,19170029568,yes,no,no,
58562810,19170029568,yes,no,no,
58562812,19170029568,yes,no,no,
58562834,19170029568,yes,no,no,
58562840,19170029568,yes,no,no,
58562841,19170029568,yes,no,no,
58562883,19170029568,yes,no,no,
58562900,19170029568,yes,no,no,
58562918,19170029568,yes,no,no,
58562931,19170029568,yes,no,no,
58562934,19170029568,yes,no,no,
58562946,19170029568,yes,no,no,
58562948,19170029568,yes,no,no,
58562951,19170029568,yes,no,no,
58562952,19170029568,yes,no,no,
58562954,19170029568,yes,no,no,
58562955,19170029568,yes,no,no,
58562963,19170029568,yes,no,no,
58562969,19170029568,yes,no,no,
58562970,19170029568,yes,no,no,
58562985,19170029568,yes,no,no,
58563016,19170029568,yes,no,no,
58563053,19170029568,yes,no,no,
58563055,19170029568,yes,no,no,
58563100,19170029568,yes,no,no,
58563102,19170029568,yes,no,no,
58563113,19170029568,yes,no,no,
58563116,19170029568,yes,no,no,
58563123,19170029568,yes,no,no,
58563137,19170029568,yes,no,no,
58563142,19170029568,yes,no,no,
58563151,19170029568,yes,no,no,
58563175,19170029568,yes,no,no,
58563191,19170029568,yes,no,no,
58563211,19170029568,yes,no,no,"Charlie, Ali, and Hafsa"
58563240,19170029568,yes,no,no,
58563255,19170029568,yes,no,no,
58563262,19170029568,yes,no,no,
58563263,19170029568,yes,no,no,
58563269,19170029568,yes,no,no,
58563314,19170029568,yes,no,no,
58563317,19170029568,yes,no,no,
58563321,19170029568,yes,no,no,
58563331,19170029568,yes,no,no,
58563352,19170029568,yes,no,no,
58563354,19170029568,yes,no,no,
58563365,19170029568,yes,no,no,
58563366,19170029568,yes,no,no,
58563377,19170029568,yes,no,no,"Zoe, Tracy, and Keith"
58563398,19170029568,yes,no,no,
58563404,19170029568,yes,no,no,
58563409,19170029568,yes,no,no,
58563416,19170029568,yes,no,no,
58563418,19170029568,yes,no,no,
58563426,19170029568,yes,no,no,
58563429,19170029568,yes,no,no,
58563441,19170029568,yes,no,no,
58563442,19170029568,yes,no,no,
58563445,19170029568,yes,no,no,
58563447,19170029568,yes,no,no,
58563452,19170029568,yes,no,no,
58563453,19170029568,yes,no,no,
58563457,19170029568,yes,no,no,
58563466,19170029568,yes,no,no,"Peter, Skyers, and Paul"
58563475,19170029568,yes,no,no,
58563484,19170029568,yes,no,no,
58563501,19170029568,yes,no,no,
58563503,19170029568,yes,no,no,"Jack, Kim, and Jill"
58563509,19170029568,yes,no,no,
58563523,19170029568,yes,no,no,
58563527,19170029568,yes,no,no,
58563534,19170029568,yes,no,no,
58563540,19170029568,yes,no,no,
58563543,19170029568,yes,no,no,"Jeannie, Gloria, Thks, and Shirls"
58563555,19170029568,yes,no,no,
58563591,19170029568,yes,no,no,
58563609,19170029568,yes,no,no,
58563610,19170029568,yes,no,no,
58563630,19170029568,yes,no,no,
58563638,19170029568,yes,no,no,
58563647,19170029568,yes,no,no,
58563648,19170029568,yes,no,no,
58563652,19170029568,yes,no,no,
58563658,19170029568,yes,no,no,
58563677,19170029568,yes,no,no,"Carmen, Lolly, and Laura"
58563679,19170029568,yes,no,no,
58563685,19170029568,yes,no,no,"Margie, Naomi, and Mary"
58563688,19170029568,yes,no,no,
58563691,19170029568,yes,no,no,
58563706,19170029568,yes,yes,no,
58563708,19170029568,yes,no,no,
58563714,19170029568,yes,no,no,"Golo, M, and Eli"
58563723,19170029568,yes,no,no,
58563729,19170029568,yes,no,no,"Dana, Marcia, and Cathy"
58563739,19170029568,yes,no,no,
58563740,19170029568,yes,no,no,"Peggy, Dani, Gary, Mike, and Carol"
58563744,19170029568,yes,no,no,
58563761,19170029568,yes,no,no,
58563764,19170029568,yes,no,no,
58563786,19170029568,yes,no,no,"Beverly, Pat, Dean, and Miss"
58563792,19170029568,yes,no,no,
58563795,19170029568,yes,no,no,
58563797,19170029568,yes,no,no,
58563807,19170029568,yes,no,no,
58563812,19170029568,yes,no,no,
58563817,19170029568,yes,no,no,"Andrea, Mary, and Delia"
58563823,19170029568,yes,no,no,
58563828,19170029568,yes,no,no,"Andrea, Jacqui, and Christy"
58563835,19170029568,yes,no,no,
58563846,19170029568,yes,no,no,"Joey, Raul, Judy, Cheryl, Raymond, Sharon, Mark, Benjamin, and Carol"
58563851,19170029568,yes,no,no,
58563858,19170029568,yes,no,no,"Barb, Gus, and Lee"
58563859,19170029568,yes,no,no,
58563860,19170029568,yes,no,no,
58563863,19170029568,yes,no,no,
58563912,19170029568,yes,no,no,
58563916,19170029568,yes,no,no,
58563924,19170029568,yes,yes,no,
58563927,19170029568,yes,no,no,
58563935,19170029568,yes,no,no,
58563943,19170029568,yes,no,no,"Erik, Rain, and Frank"
58563965,19170029568,yes,no,no,
58563967,19170029568,yes,no,no,
58563985,19170029568,yes,no,no,
58563988,19170029568,yes,no,no,
58564018,19170029568,yes,no,no,
58564029,19170029568,yes,no,no,
58564053,19170029568,yes,no,no,
58564054,19170029568,yes,no,no,
58564063,19170029568,yes,no,no,
58564068,19170029568,yes,no,no,
58564074,19170029568,yes,no,no,
58564077,19170029568,yes,no,no,
58564078,19170029568,yes,no,no,
58564083,19170029568,yes,no,no,
58564097,19170029568,yes,no,no,
58564099,19170029568,yes,no,no,
58564108,19170029568,yes,no,no,
58564112,19170029568,yes,no,no,
58564116,19170029568,yes,no,no,
58564123,19170029568,yes,no,no,
58564127,19170029568,yes,no,no,
58564140,19170029568,yes,no,no,
58564153,19170029568,yes,no,no,
58564158,19170029568,yes,no,no,
58564165,19170029568,yes,no,no,"Tom, Lila, and Chad"
58564180,19170029568,yes,no,no,
58564203,19170029568,yes,no,no,
58564215,19170029568,yes,no,no,
58564230,19170029568,yes,no,no,
58564235,19170029568,yes,no,no,
58564256,19170029568,yes,no,no,
58564272,19170029568,yes,no,no,
58564273,19170029568,yes,no,no,
58564286,19170029568,yes,no,no,
58564288,19170029568,yes,no,no,"Bijou, Liza, and Danny"
58564311,19170029568,yes,no,no,
58564316,19170029568,yes,no,no,
58564321,19170029568,yes,no,no,"Jeff, Scott, and San"
58564324,19170029568,yes,no,no,
58564329,19170029568,yes,no,no,
58564335,19170029568,yes,no,no,
58564336,19170029568,yes,no,no,
58564338,19170029568,yes,no,no,
58564347,19170029568,yes,no,no,
58564353,19170029568,yes,no,no,
58564370,19170029568,yes,no,no,
58564372,19170029568,yes,no,no,
58564382,19170029568,yes,no,no,
58564400,19170029568,yes,no,no,
58564407,19170029568,yes,no,no,
58564411,19170029568,yes,no,no,
58564424,19170029568,yes,no,no,
58564425,19170029568,yes,no,no,
58564431,19170029568,yes,no,no,
58564434,19170029568,yes,no,no,"Carolyn, and Jessie"
58564441,19170029568,yes,no,no,
58564444,19170029568,yes,no,no,
58564456,19170029568,yes,no,no,
58564457,19170029568,yes,no,no,
58564458,19170029568,yes,no,no,
58564462,19170029568,yes,no,no,
58564463,19170029568,yes,no,no,"Hannah, Mark, and Mary"
58564464,19170029568,yes,no,no,
58564475,19170029568,yes,no,no,"Kat, Hannah, and Michael"
58564477,19170029568,yes,no,no,
58564492,19170029568,yes,no,no,
58564495,19170029568,yes,no,no,
58564499,19170029568,yes,no,no,"Jack, Sean, and Lauren"
58564500,19170029568,yes,no,no,
58564510,19170029568,yes,no,no,
58564517,19170029568,yes,no,no,
58564523,19170029568,yes,no,no,"Sue, Gale, and Bill"
58564526,19170029568,yes,no,no,
58564535,19170029568,yes,no,no,
58564551,19170029568,yes,no,no,
58564554,19170029568,yes,no,no,
58564570,19170029568,yes,no,no,
58564585,19170029568,yes,no,no,
58564589,19170029568,yes,no,no,
58564600,19170029568,yes,no,no,
58564604,19170029568,yes,no,no,
58564616,19170029568,yes,no,no,
58564623,19170029568,yes,no,no,
58564653,19170029568,yes,no,no,"Craig, Jacob, and Melinda"
58564687,19170029568,yes,no,no,"Allen, Kyle, and Jacque"
58564700,19170029568,yes,no,no,
58564707,19170029568,yes,no,no,
58564712,19170029568,yes,yes,no,
58564714,19170029568,yes,no,no,
58564716,19170029568,yes,no,no,
58564717,19170029568,yes,no,no,
58564723,19170029568,yes,no,no,
58652594,19170029568,yes,no,no,
58652608,19170029568,yes,no,no,
58652620,19170029568,yes,no,no,"Weston, Sam, and Cheryl"
58652640,19170029568,yes,no,no,
58652655,19170029568,yes,no,no,
58652656,19170029568,yes,no,no,
58652669,19170029568,yes,no,no,
58652681,19170029568,yes,no,no,
58652686,19170029568,yes,no,no,
58652695,19170029568,yes,no,no,
58652710,19170029568,yes,no,no,
58652717,19170031616,yes,no,no,
58652718,19170031616,yes,no,no,
58652724,19170031616,yes,no,no,
58652729,19170031616,yes,no,no,
58652739,19170031616,yes,no,no,
58652753,19170031616,yes,no,no,
58652757,19170031616,yes,no,no,
58652825,19170031616,yes,no,no,
58652827,19170031616,yes,no,no,
58652833,19170031616,yes,no,no,
58652854,19170031616,yes,no,no,
58652861,19170031616,yes,no,no,
58652871,19170031616,yes,no,no,
58652872,19170031616,yes,no,no,
58652874,19170031616,yes,no,no,
58652885,19170031616,yes,no,no,
58652903,19170031616,yes,no,no,
58652910,19170031616,yes,no,no,
58652911,19170031616,yes,no,no,
58652922,19170031616,yes,no,no,
58652925,19170031616,yes,no,no,
58652948,19170031616,yes,no,no,
58652961,19170031616,yes,no,no,
58652965,19170031616,yes,no,no,
58652970,19170031616,yes,no,no,"Glen, Linda, and Sandra"
58652979,19170031616,yes,no,no,"Lisa, Amy, and Kelly"
58652999,19170031616,yes,no,no,
58653004,19170031616,yes,no,no,
58653015,19170031616,yes,no,no,
58653021,19170031616,yes,no,no,
58653030,19170031616,yes,no,no,
58653031,19170031616,yes,no,no,
58653038,19170031616,yes,no,no,
58653057,19170031616,yes,no,no,
58653060,19170031616,yes,no,no,
58653072,19170031616,yes,no,no,
58653084,19170031616,yes,no,no,
58653095,19170031616,yes,no,no,
58653105,19170031616,yes,no,no,
58653139,19170031616,yes,no,no,
58653146,19170031616,yes,no,no,
58653148,19170031616,yes,no,no,
58653152,19170031616,yes,no,no,
58653153,19170031616,yes,no,no,
58653159,19170031616,yes,no,no,
58653166,19170031616,yes,no,no,"Kenny, Mike, and Kim"
58653168,19170031616,yes,yes,no,
58653209,19170031616,yes,no,no,
58653220,19170031616,yes,no,no,
58653234,19170031616,yes,no,no,
58653248,19170031616,yes,no,no,
58653249,19170031616,yes,no,no,
58653253,19170031616,yes,no,no,
58653256,19170031616,yes,no,no,
58653262,19170031616,yes,no,no,
58653266,19170031616,yes,no,no,
58653296,19170031616,yes,no,no,
58653312,19170031616,yes,no,no,
58653323,19170031616,yes,no,no,
58653334,19170031616,yes,no,no,
58653336,19170031616,yes,no,no,
58653338,19170031616,yes,no,no,
58653342,19170031616,yes,no,no,
58653349,19170031616,yes,no,no,
58653354,19170031616,yes,no,no,
58653360,19170031616,yes,no,no,
58653361,19170031616,yes,no,no,
58653374,19170031616,yes,no,no,
58653378,19170031616,yes,no,no,
58653379,19170031616,yes,no,no,
58653384,19170031616,yes,no,no,
58653385,19170031616,yes,no,no,
58653396,19170031616,yes,no,no,
58653397,19170031616,yes,no,no,
58653408,19170031616,yes,no,no,
58653416,19170031616,yes,no,no,
58653425,19170031616,yes,no,no,
58653434,19170031616,yes,no,no,
58653435,19170031616,yes,no,no,
58653436,19170031616,yes,no,no,
58653458,19170031616,yes,no,no,
58653460,19170031616,yes,no,no,"Thelma, Roz, Roxanne, and Mary"
58653470,19170031616,yes,no,no,
58653496,19170031616,yes,no,no,
58653501,19170031616,yes,no,no,
58653504,19170031616,yes,no,no,
58653531,19170031616,yes,no,no,
58653535,19170031616,yes,no,no,
58653579,19170031616,yes,no,no,
58653584,19170031616,yes,no,no,
58653589,19170031616,yes,no,no,
58653590,19170031616,yes,no,no,
58653595,19170031616,yes,no,no,
58653598,19170031616,yes,no,no,
58653602,19170031616,yes,no,no,
58653603,19170031616,yes,no,no,
58653607,19170031616,yes,no,no,"Kaitlyn, Linda, and Kelly"
58653624,19170031616,yes,no,no,
58653632,19170031616,yes,no,no,
58653644,19170031616,yes,no,no,
58653646,19170031616,yes,no,no,
58653647,19170031616,yes,no,no,
58653649,19170031616,yes,no,no,
58653665,19170031616,yes,no,no,
58653674,19170031616,yes,no,no,
58653685,19170031616,yes,no,no,
58653686,19170031616,yes,no,no,
58653687,19170031616,yes,no,no,
58653692,19170031616,yes,no,no,
58653728,19170031616,yes,no,no,"Terry, Rick, and Dan"
58653736,19170031616,yes,no,no,
58653747,19170031616,yes,no,no,
58653752,19170031616,yes,no,no,
58653758,19170031616,yes,no,no,
58653777,19170031616,yes,no,no,
58653802,19170031616,yes,yes,no,
58653807,19170031616,yes,no,no,
58653809,19170031616,yes,no,no,
58653813,19170031616,yes,no,no,
58653827,19170031616,yes,no,no,
58653837,19170031616,yes,no,no,
58653841,19170031616,yes,no,no,
58653854,19170031616,yes,no,no,"Anne, Gail, and Sandy"
58653863,19170031616,yes,no,no,
58653866,19170031616,yes,no,no,
58653889,19170031616,yes,no,no,
58653894,19170031616,yes,no,no,
58653912,19170031616,yes,no,no,
58653913,19170031616,yes,no,no,
58653922,19170031616,yes,no,no,
58653929,19170031616,yes,no,no,
58653931,19170031616,yes,no,no,
58653933,19170031616,yes,no,no,
58653938,19170031616,yes,no,no,
58653952,19170031616,yes,no,no,
58653953,19170031616,yes,no,no,
58653967,19170031616,yes,no,no,
58653969,19170031616,yes,no,no,
58653976,19170031616,yes,no,no,
58653991,19170031616,yes,no,no,
58653996,19170031616,yes,no,no,
58654012,19170031616,yes,no,no,
58654025,19170031616,yes,no,no,
58654026,19170031616,yes,no,no,
58654058,19170031616,yes,no,no,
58654059,19170031616,yes,no,no,
58654067,19170031616,yes,no,no,
58654083,19170031616,yes,no,no,
58654092,19170031616,yes,no,no,
58654099,19170031616,yes,no,no,
58654101,19170031616,yes,no,no,
58654109,19170031616,yes,no,no,
58654123,19170031616,yes,no,no,
58654129,19170031616,yes,no,no,
58654157,19170031616,yes,no,no,
58654196,19170031616,yes,no,no,
58654197,19170031616,yes,no,no,"Nancy, Susan, and Arleen"
58654202,19170031616,yes,no,no,
58654212,19170031616,yes,no,no,
58654218,19170031616,yes,no,no,
58654224,19170031616,yes,no,no,
58654225,19170031616,yes,no,no,
58654229,19170031616,yes,no,no,
58654252,19170031616,yes,no,no,
58654260,19170031616,yes,no,no,
58654262,19170031616,yes,no,no,
58654263,19170031616,yes,no,no,
58654264,19170031616,yes,no,no,
58654277,19170031616,yes,no,no,
58654287,19170031616,yes,no,no,
58654297,19170031616,yes,no,no,
58654303,19170031616,yes,no,no,
58654320,19170031616,yes,no,no,
58654328,19170031616,yes,no,no,
58654343,19170031616,yes,no,no,
58654346,19170031616,yes,no,no,
58654363,19170031616,yes,no,no,
58654364,19170031616,yes,no,no,
58654369,19170031616,yes,no,no,"Victor, Richie, and Fee"
58654370,19170031616,yes,no,no,
58654390,19170031616,yes,no,no,
58654400,19170031616,yes,no,no,
58654409,19170031616,yes,no,no,
58654420,19170031616,yes,no,no,
58654423,19170031616,yes,no,no,
58654443,19170031616,yes,no,no,"Brenda, Brittany, and Kim"
58654446,19170031616,yes,no,no,
58654467,19170031616,yes,no,no,"Amy, Elaine, and Junior"
58654476,19170031616,yes,no,no,
58654478,19170031616,yes,no,no,
58654493,19170031616,yes,no,no,
58654494,19170031616,yes,no,no,
58654501,19170031616,yes,no,no,
58654511,19170031616,yes,no,no,
58654513,19170031616,yes,no,no,
58654514,19170031616,yes,no,no,
58654520,19170031616,yes,no,no,
58654523,19170031616,yes,no,no,
58654545,19170031616,yes,no,no,
58654548,19170031616,yes,no,no,
58654564,19170031616,yes,no,no,
58654569,19170031616,yes,no,no,"your neighbors, and your family"
58654585,19170031616,yes,no,no,
58654613,19170031616,yes,no,no,
58654615,19170031616,yes,no,no,
58654637,19170031616,yes,no,no,
58654651,19170031616,yes,no,no,"Jeanie, Ricky, and Ron"
58654657,19170031616,yes,no,no,
58654661,19170031616,yes,no,no,
58654671,19170031616,yes,no,no,
58654675,19170031616,yes,no,no,
58654681,19170031616,yes,no,no,"Dave, Sylvhe, and Linda"
58654688,19170031616,yes,no,no,
58654702,19170031616,yes,no,no,
58654717,19170031616,yes,no,no,"Bryan, Drew, and Dylan"
58654718,19170031616,yes,no,no,
58654720,19170031616,yes,no,no,
58654741,19170031616,yes,no,no,
58654745,19170031616,yes,no,no,
58654758,19170031616,yes,no,no,
58654771,19170033664,yes,no,no,
58654781,19170033664,yes,yes,no,
58654785,19170033664,yes,no,no,
58654807,19170033664,yes,no,no,"Lissa, and Meaghan"
58654809,19170033664,yes,no,no,"Dave, Laurie, and Joanne"
58654821,19170033664,yes,no,no,
58654838,19170033664,yes,no,no,
58654851,19170033664,yes,no,no,
58654861,19170033664,yes,no,no,
58654873,19170033664,yes,no,no,
58654878,19170033664,yes,no,no,
58654891,19170033664,yes,no,no,
58654899,19170033664,yes,no,no,
58654909,19170033664,yes,no,no,
58654923,19170033664,yes,no,no,
58654932,19170033664,yes,no,no,
58654936,19170033664,yes,no,no,
58654941,19170033664,yes,no,no,
58654950,19170033664,yes,no,no,
58654969,19170033664,yes,no,no,
58654990,19170033664,yes,no,no,
58655011,19170033664,yes,no,no,
58655014,19170033664,yes,no,no,
58655034,19170033664,yes,no,no,
58655035,19170033664,yes,no,no,"Ruth, Patti, and Lorna"
58655062,19170033664,yes,no,no,
58655073,19170033664,yes,no,no,"Joe, Jj, and Ro"
58655100,19170033664,yes,no,no,
58655115,19170033664,yes,no,no,
58655118,19170033664,yes,no,no,
58655119,19170033664,yes,no,no,
58655140,19170033664,yes,no,no,
58655147,19170033664,yes,no,no,
58655158,19170033664,yes,no,no,
58655160,19170033664,yes,no,no,
58655167,19170033664,yes,no,no,
58655180,19170033664,yes,no,no,
58655223,19170033664,yes,no,no,
58655263,19170033664,yes,no,no,"Jonathan, Steve, and Jada"
58655272,19170033664,yes,no,no,
58655284,19170033664,yes,no,no,
58655293,19170033664,yes,no,no,
58655294,19170033664,yes,no,no,
58655295,19170033664,yes,no,no,
58655297,19170033664,yes,no,no,
58655308,19170033664,yes,no,no,
58655321,19170033664,yes,no,no,
58655334,19170033664,yes,no,no,
58655348,19170033664,yes,no,no,
58655350,19170033664,yes,no,no,
58655374,19170033664,yes,no,no,
58655398,19170033664,yes,no,no,
58655407,19170033664,yes,no,no,
58655408,19170033664,yes,no,no,
58655410,19170033664,yes,no,no,
58655426,19170033664,yes,no,no,
58655450,19170033664,yes,no,no,
58655478,19170033664,yes,no,no,
58655498,19170033664,yes,no,no,
58655502,19170033664,yes,no,no,
58655520,19170033664,yes,no,no,
58655532,19170033664,yes,no,no,
58655558,19170033664,yes,no,no,"Brady, Tonya, and Tony"
58655561,19170033664,yes,no,no,
58655570,19170033664,yes,no,no,
58655580,19170033664,yes,no,no,
58655589,19170033664,yes,no,no,
58655653,19170033664,yes,no,no,
58655660,19170033664,yes,no,no,
58655662,19170033664,yes,no,no,
58655666,19170033664,yes,no,no,
58655676,19170033664,yes,no,no,
58655678,19170033664,yes,no,no,
58655698,19170033664,yes,no,no,
58655702,19170033664,yes,no,no,
58655705,19170033664,yes,no,no,
58655707,19170033664,yes,no,no,
58655709,19170033664,yes,no,no,
58655718,19170033664,yes,no,no,
58655746,19170033664,yes,no,no,
58655750,19170033664,yes,no,no,
58655758,19170033664,yes,no,no,
58655760,19170033664,yes,no,no,
58655761,19170033664,yes,no,no,
58655777,19170033664,yes,no,no,
58655782,19170033664,yes,no,no,
58655783,19170033664,yes,no,no,
58655793,19170033664,yes,no,no,
58655797,19170033664,yes,no,no,
58655815,19170033664,yes,no,no,
58655830,19170033664,yes,no,no,
58655839,19170033664,yes,no,no,
58655854,19170033664,yes,no,no,
58655877,19170033664,yes,no,no,
58655889,19170033664,yes,no,no,
58655907,19170033664,yes,no,no,
58655928,19170033664,yes,no,no,
58655933,19170033664,yes,no,no,
58655934,19170033664,yes,no,no,"Marie, Nancy, and Dodie"
58655944,19170033664,yes,no,no,
58655958,19170033664,yes,no,no,
58655997,19170033664,yes,no,no,
58656015,19170033664,yes,no,no,
58656021,19170033664,yes,no,no,
58656032,19170033664,yes,no,no,
58656034,19170033664,yes,no,no,
58656035,19170033664,yes,no,no,
58656039,19170033664,yes,no,no,
58656041,19170033664,yes,no,no,
58656045,19170033664,yes,no,no,
58656055,19170033664,yes,no,no,
58656056,19170033664,yes,no,no,
58656059,19170033664,yes,no,no,
58656060,19170033664,yes,no,no,
58656081,19170033664,yes,no,no,"Lucy, Scott, and Chris"
58656091,19170033664,yes,no,no,
58656097,19170033664,yes,no,no,
58656110,19170033664,yes,no,no,
58656130,19170033664,yes,no,no,
58656131,19170033664,yes,no,no,
58656148,19170033664,yes,no,no,
58656155,19170033664,yes,no,no,
58656156,19170033664,yes,no,no,
58656166,19170033664,yes,no,no,
58656169,19170033664,yes,no,no,
58656171,19170033664,yes,no,no,
58656179,19170033664,yes,no,no,
58656203,19170033664,yes,no,no,"Sue, Steve, and Peg"
58656204,19170033664,yes,no,no,"Alexis, Val, and Tony"
58656210,19170033664,yes,no,no,
58656235,19170033664,yes,no,no,
58656236,19170033664,yes,no,no,
58656238,19170033664,yes,no,no,
58656267,19170033664,yes,no,no,
58656274,19170033664,yes,no,no,
58656317,19170033664,yes,no,no,
58656328,19170033664,yes,no,no,
58656359,19170033664,yes,no,no,
58656361,19170033664,yes,no,no,"Darrell, Tony, and Rose"
58656372,19170033664,yes,no,no,
58656404,19170033664,yes,no,no,
58656408,19170033664,yes,no,no,
58656421,19170033664,yes,no,no,
58656425,19170033664,yes,no,no,
58656426,19170033664,yes,no,no,
58656446,19170033664,yes,yes,no,
58656453,19170033664,yes,no,no,
58656477,19170033664,yes,no,no,
58656489,19170033664,yes,no,no,
58656501,19170033664,yes,no,no,
58656502,19170033664,yes,no,no,
58656515,19170033664,yes,no,no,
58656529,19170033664,yes,no,no,
58656539,19170033664,yes,no,no,
58656543,19170033664,yes,no,no,
58656547,19170033664,yes,no,no,
58656549,19170033664,yes,no,no,
58656551,19170033664,yes,no,no,
58656569,19170033664,yes,no,no,
58656580,19170033664,yes,no,no,
58656586,19170033664,yes,no,no,
58656593,19170033664,yes,no,no,
58656595,19170033664,yes,no,no,
58656600,19170033664,yes,no,no,"Kay, Bob, and Stephanie"
58656635,19170033664,yes,no,no,
58656649,19170033664,yes,no,no,
58656650,19170033664,yes,no,no,
58656667,19170033664,yes,no,no,
58656690,19170033664,yes,no,no,
58656712,19170033664,yes,no,no,
58656730,19170033664,yes,no,no,
58656744,19170033664,yes,no,no,
58656764,19170033664,yes,no,no,
58656769,19170033664,yes,no,no,
58656776,19170033664,yes,no,no,
58656779,19170033664,yes,yes,no,
58656788,19170033664,yes,yes,no,
58656802,19170033664,yes,no,no,
58656816,19170035712,yes,no,no,
58656823,19170035712,yes,no,no,
58656826,19170035712,yes,no,no,
58656839,19170035712,yes,no,no,
58656845,19170035712,yes,no,no,
58656859,19170035712,yes,no,no,
58656861,19170035712,yes,no,no,"Leo, Elaine, and Jaime"
58656864,19170035712,yes,no,no,
58656877,19170035712,yes,no,no,"Marion, Karen, and Melissa"
58656880,19170035712,yes,no,no,
58656886,19170035712,yes,no,no,
58656890,19170035712,yes,no,no,
58656900,19170035712,yes,no,no,
58656905,19170035712,yes,no,no,
58656912,19170035712,yes,no,no,
58656915,19170035712,yes,no,no,
58656925,19170035712,yes,no,no,
58656940,19170035712,yes,no,no,
58656941,19170035712,yes,no,no,
58656957,19170035712,yes,no,no,
58656958,19170035712,yes,no,no,
58656969,19170035712,yes,no,no,"Cheryl, John, and Jim"
58656972,19170035712,yes,no,no,
58656975,19170035712,yes,no,no,
58656981,19170035712,yes,no,no,"Clint, Rich, and Karen"
58656998,19170035712,yes,no,no,"Liz, Doris, Pat, Stephanie, and Barb"
58657056,19170035712,yes,no,no,
58657097,19170035712,yes,no,no,
58657100,19170035712,yes,no,no,
58657107,19170035712,yes,no,no,
58657122,19170035712,yes,no,no,
58657136,19170035712,yes,no,no,
58657137,19170035712,yes,no,no,
58657147,19170035712,yes,no,no,
58657155,19170035712,yes,no,no,
58657162,19170035712,yes,no,no,
58657163,19170035712,yes,no,no,
58657167,19170035712,yes,no,no,
58657180,19170035712,yes,no,no,"Glady, Laura, Jan, Simonsen, and Linda"
58657205,19170035712,yes,no,no,
58657218,19170035712,yes,no,no,
58657223,19170035712,yes,no,no,
58657224,19170035712,yes,no,no,
58657230,19170035712,yes,no,no,
58657233,19170035712,yes,no,no,
58657251,19170035712,yes,no,no,
58657261,19170035712,yes,no,no,
58657264,19170035712,yes,no,no,
58657269,19170035712,yes,no,no,
58657274,19170035712,yes,no,no,
58657281,19170035712,yes,no,no,
58657300,19170035712,yes,no,no,
58657307,19170035712,yes,no,no,
58657317,19170035712,yes,no,no,
58657325,19170035712,yes,no,no,"Kay, your neighbors, Lisa, and Linda"
58657326,19170035712,yes,no,no,
58657338,19170035712,yes,no,no,
58657345,19170035712,yes,no,no,
58657348,19170035712,yes,no,no,
58657372,19170035712,yes,no,no,
58657379,19170035712,yes,no,no,
58657395,19170035712,yes,no,no,
58657419,19170035712,yes,no,no,
58657421,19170035712,yes,no,no,
58657446,19170035712,yes,no,no,
58657452,19170035712,yes,no,no,
58657487,19170035712,yes,no,no,
58657489,19170035712,yes,no,no,
58657502,19170035712,yes,no,no,
58657503,19170035712,yes,no,no,
58657504,19170035712,yes,no,no,
58657507,19170035712,yes,no,no,
58657511,19170035712,yes,no,no,
58657516,19170035712,yes,no,no,
58657522,19170035712,yes,no,no,
58657536,19170035712,yes,no,no,
58657541,19170035712,yes,no,no,
58657542,19170035712,yes,no,no,
58657543,19170035712,yes,no,no,
58657546,19170035712,yes,no,no,
58657548,19170035712,yes,no,no,
58657573,19170035712,yes,no,no,
58657581,19170035712,yes,no,no,
58657594,19170035712,yes,no,no,
58657620,19170035712,yes,no,no,
58657628,19170035712,yes,no,no,
58657634,19170035712,yes,no,no,"Dave, and Jen"
58657650,19170035712,yes,no,no,
58657660,19170035712,yes,no,no,
58657663,19170035712,yes,no,no,
58657676,19170035712,yes,no,no,
58657684,19170035712,yes,no,no,
58657688,19170035712,yes,no,no,
58657702,19170035712,yes,no,no,
58657707,19170035712,yes,no,no,
58657716,19170035712,yes,no,no,
58657720,19170035712,yes,no,no,
58657729,19170035712,yes,no,no,
58657732,19170035712,yes,no,no,
58657741,19170035712,yes,no,no,
58657747,19170035712,yes,no,no,
58657752,19170035712,yes,no,no,"Kathy, Manny, and Debbie"
58657759,19170035712,yes,no,no,
58657768,19170035712,yes,no,no,
58657775,19170035712,yes,no,no,
58657785,19170035712,yes,no,no,
58657787,19170035712,yes,no,no,
58657793,19170035712,yes,no,no,
58657797,19170035712,yes,no,no,
58657799,19170035712,yes,no,no,
58657807,19170035712,yes,no,no,
58657816,19170035712,yes,no,no,
58657828,19170035712,yes,no,no,
58657831,19170035712,yes,no,no,
58657832,19170035712,yes,no,no,
58657849,19170035712,yes,no,no,
58657852,19170035712,yes,no,no,
58657860,19170035712,yes,no,no,
58657872,19170035712,yes,no,no,
58657876,19170035712,yes,no,no,"Steve, Libby, and Susanna"
58657885,19170035712,yes,no,no,
58657886,19170035712,yes,no,no,
58657915,19170035712,yes,no,no,
58657919,19170035712,yes,no,no,
58657920,19170035712,yes,no,no,
58657935,19170035712,yes,no,no,
